label,pattern
PERSON,Mme. des Touches
PERSON,Mme de Bourgogne
PERSON,Madame Bourgogne
PERSON,Mme de Beauséant
PERSON,Mme de Beauseant
PERSON,Mlle. Troisville
PERSON,Madame Delphine
PERSON,Madame Châtelet
PERSON,Madame Chatelet
PERSON,Mme de Bargeton
PERSON,Monsieur Vignon
PERSON,Clément Chardin
PERSON,Clement Chardin
PERSON,M de Vandenesse
PERSON,Comte de Serizy
PERSON,Comte de Sérisy
PERSON,Comte de Sérizy
PERSON,Madame Léontine
PERSON,Madame Leontine
PERSON,Doctor Desplein
PERSON,M de Lenoncourt
PERSON,M de Navarreins
PERSON,Diane d'Uxelles
PERSON,Félicien Vernou
PERSON,Felicien Vernou
PERSON,Monsieur Vernou
PERSON,Henri de Marsay
PERSON,Horace Bianchon
PERSON,Doctor Bianchon
PERSON,Monsieur Bixiou
PERSON,M Joseph Bridau
PERSON,Mme Lady Dudley
PERSON,Arabella Dudley
PERSON,Madame Arabella
PERSON,Mlle. Mistigris
PERSON,Mlle M. de Lora
PERSON,Mme. M. de Lora
PERSON,Monsieur Dudley
PERSON,Aurelie Schontz
PERSON,de Ronquerolles
PERSON,Madame d'Espard
PERSON,Jeanne d'Espard
PERSON,Monsieur Nathan
PERSON,Mlle. Beauseant
PERSON,Mlle. Beauséant
PERSON,Mlle Montcornet
PERSON,Mme. Montcornet
PERSON,Charles Grandet
PERSON,Marie-Angelique
PERSON,Madame du Bruel
PERSON,Monsieur Cochin
PERSON,E. A. L. Cochin
PERSON,Frederic Marest
PERSON,Marie Godeschal
PERSON,Saint-Ferdinand
PERSON,Mme de Nucingen
PERSON,Madame Nucingen
PERSON,Mme du Châtelet
PERSON,Mme de Chatelet
PERSON,Madame Bargeton
PERSON,Mme du Chatelet
PERSON,Mlle. de Sérisy
PERSON,Mlle. de Sérizy
PERSON,Mlle. de Serisy
PERSON,Mlle. de Serizy
PERSON,Mlle. Grignault
PERSON,Mme du Ronceret
PERSON,Madame Ronceret
PERSON,Mme des Touches
PERSON,Madame Athenais
PERSON,Mlle. Bourgogne
PERSON,Mlle Troisville
PERSON,Mme. Troisville
PERSON,Monsieur Finot
PERSON,Mlle. Delphine
PERSON,Mlle. Châtelet
PERSON,Mlle. Chatelet
PERSON,M de Granville
PERSON,Mlle. Léontine
PERSON,Mme. de Sérisy
PERSON,Mme. de Sérizy
PERSON,Mlle. Leontine
PERSON,M de Grandlieu
PERSON,Duc de Rhétoré
PERSON,Duc de Rhetore
PERSON,M de Rastignac
PERSON,Marquis Armand
PERSON,Jacques Collin
PERSON,Carlos Herrera
PERSON,Father Herrera
PERSON,Trompe-la-Mort
PERSON,William Barker
PERSON,Mlle. Arabella
PERSON,Mlle Mistigris
PERSON,Mme. Mistigris
PERSON,Madame de Lora
PERSON,Mme M. de Lora
PERSON,Lucien Chardon
PERSON,Madame Florine
PERSON,Florine Nathan
PERSON,Madame Schontz
PERSON,Little Aurelie
PERSON,Camille Maupin
PERSON,Mlle. d'Espard
PERSON,Mlle Beauseant
PERSON,Mme. Beauseant
PERSON,Mlle Beauséant
PERSON,Mme. Beauséant
PERSON,Mme Montcornet
PERSON,Madame Blondet
PERSON,Charles Nodier
PERSON,Charles Edward
PERSON,Emperor Joseph
PERSON,Mlle. Nucingen
PERSON,Mlle. Bargeton
PERSON,Mlle de Sérisy
PERSON,Mlle de Sérizy
PERSON,Mlle de Serisy
PERSON,Mme. de Serisy
PERSON,Mlle de Serizy
PERSON,Mme. de Serizy
PERSON,Mlle Grignault
PERSON,Mme. Grignault
PERSON,Madame Schiltz
PERSON,Mlle. Ronceret
PERSON,Madame Aurelie
PERSON,Madame Chevrel
PERSON,Madame Touches
PERSON,Mlle. Athenais
PERSON,Mlle Bourgogne
PERSON,Mme. Bourgogne
PERSON,Mme Troisville
PERSON,Andoche Finot
PERSON,M de Nucingen
PERSON,Mlle Delphine
PERSON,Mme. Delphine
PERSON,Mlle Châtelet
PERSON,Mme. Châtelet
PERSON,Mlle Chatelet
PERSON,Mme. Chatelet
PERSON,Claude Vignon
PERSON,M de Trailles
PERSON,Hugret Serizy
PERSON,Madame Serizy
PERSON,Mme de Serizy
PERSON,Mlle Léontine
PERSON,Mme. Léontine
PERSON,Madame Sérisy
PERSON,Mme de Serisy
PERSON,Mlle Leontine
PERSON,Mme. Leontine
PERSON,de Lenoncourt
PERSON,de Navarreins
PERSON,M. Gaudissart
PERSON,Joseph Bridau
PERSON,Mlle Arabella
PERSON,Mme. Arabella
PERSON,Lady Arabella
PERSON,Mme Mistigris
PERSON,Mlle. de Lora
PERSON,Mlle. Florine
PERSON,Madame Nathan
PERSON,Mlle. Schontz
PERSON,Madame Roguin
PERSON,Mlle. Chevrel
PERSON,Mlle d'Espard
PERSON,Mme. d'Espard
PERSON,Mme Beauseant
PERSON,Mme Beauséant
PERSON,Émile Blondet
PERSON,Emile Blondet
PERSON,Joseph Godard
PERSON,Prince Eugene
PERSON,Mlle Nucingen
PERSON,Mme. Nucingen
PERSON,Mlle Bargeton
PERSON,Mme. Bargeton
PERSON,Mme de Sérisy
PERSON,Mme de Sérizy
PERSON,Madame Sérizy
PERSON,Madame Serisy
PERSON,Madame Dudley
PERSON,Mme Grignault
PERSON,Mlle. Schiltz
PERSON,Mlle Ronceret
PERSON,Mme. Ronceret
PERSON,Mlle. Aurelie
PERSON,Mlle. Touches
PERSON,Madame Maupin
PERSON,Mlle Athenais
PERSON,Lenoncourt-Givry
PERSON,Mme. Athenais
PERSON,Mme Bourgogne
PERSON,Mlle. Blondet
PERSON,M de Canalis
PERSON,Mme Delphine
PERSON,Mme Châtelet
PERSON,Mme Chatelet
PERSON,des Lupeaulx
PERSON,Felix-Amedee
PERSON,de Granville
PERSON,M. de Sérisy
PERSON,Mlle. Serizy
PERSON,Mme Léontine
PERSON,Mlle. Sérisy
PERSON,Mme Leontine
PERSON,de Grandlieu
PERSON,M de Rhétoré
PERSON,M. du Tillet
PERSON,Abbe Herrara
PERSON,Abbé Herrera
PERSON,Mme Arabella
PERSON,Leon de Lora
PERSON,Mlle de Lora
PERSON,Mme. de Lora
PERSON,Mlle Florine
PERSON,Mme. Florine
PERSON,Mlle Schontz
PERSON,Mme. Schontz
PERSON,Mme d'Espard
PERSON,Raoul Nathan
PERSON,Jean-Jacques
PERSON,Jean Jacques
PERSON,Mme Nucingen
PERSON,Mme Bargeton
PERSON,Mlle. Sérizy
PERSON,Mlle. Serisy
PERSON,Mlle. Dudley
PERSON,Mlle. Nathan
PERSON,Mlle Schiltz
PERSON,Mme. Schiltz
PERSON,Mme Ronceret
PERSON,Mlle Aurelie
PERSON,Mme. Aurelie
PERSON,Mlle Chevrel
PERSON,Mme. Chevrel
PERSON,Mlle Touches
PERSON,Mme. Touches
PERSON,Mlle. Maupin
PERSON,Mme Athenais
PERSON,Mlle Blondet
PERSON,Mme. Blondet
PERSON,de Nucingen
PERSON,M de Serizy
PERSON,M de Sérizy
PERSON,Mlle Serizy
PERSON,Mme. Serizy
PERSON,Mlle Sérisy
PERSON,Mme. Sérisy
PERSON,M Rastignac
PERSON,M de Marsay
PERSON,M. Schinner
PERSON,Dr Bianchon
PERSON,Abbé Carlos
PERSON,Abbe Carlos
PERSON,Lady Dudley
PERSON,Mme de Lora
PERSON,Lord Dudley
PERSON,Mme Florine
PERSON,Mme Schontz
PERSON,Mme. Roguin
PERSON,Roche-Hugon
PERSON,Charles XII
PERSON,La Torpille
PERSON,Mlle Sérizy
PERSON,Mme. Sérizy
PERSON,Mlle Serisy
PERSON,Mme. Serisy
PERSON,Mlle Dudley
PERSON,Mme. Dudley
PERSON,Mlle Nathan
PERSON,Mme. Nathan
PERSON,Mme Schiltz
PERSON,Mme Aurelie
PERSON,Mme Chevrel
PERSON,Mme Touches
PERSON,Mlle Maupin
PERSON,Mme. Maupin
PERSON,Mme Blondet
PERSON,de Canalis
PERSON,M Claparon
PERSON,Vandenesse
PERSON,Grandville
PERSON,Mme Serizy
PERSON,Mme Sérisy
PERSON,M Desplein
PERSON,Lenoncourt
PERSON,de Rhétoré
PERSON,M Lousteau
PERSON,Gaudissart
PERSON,Montriveau
PERSON,M. Vautrin
PERSON,M. de Lora
PERSON,Montcornet
PERSON,M Stidmann
PERSON,Charles IX
PERSON,Talleyrand
PERSON,Mme Sérizy
PERSON,Mme Serisy
PERSON,Mme Dudley
PERSON,Mme Nathan
PERSON,Mme Maupin
PERSON,M. Vignon
PERSON,Granville
PERSON,Rastignac
PERSON,du Tillet
PERSON,Godeschal
PERSON,de Marsay
PERSON,Hippolyte
PERSON,M. Bixiou
PERSON,Mistigris
PERSON,M Chardon
PERSON,M. Nathan
PERSON,M Blondet
PERSON,Charles X
PERSON,Henri III
PERSON,Josephine
PERSON,M. Finot
PERSON,Nucingen
PERSON,Delphine
PERSON,Claparon
PERSON,Lupeaulx
PERSON,Trailles
PERSON,Léontine
PERSON,Leontine
PERSON,Desplein
PERSON,Lousteau
PERSON,M Vernou
PERSON,Schinner
PERSON,Bianchon
PERSON,du Bruel
PERSON,Du Bruel
PERSON,Arabella
PERSON,M Dudley
PERSON,Stidmann
PERSON,Mariette
PERSON,M Finot
PERSON,Canalis
PERSON,Vautrin
PERSON,Herrera
PERSON,de Lora
PERSON,Florine
PERSON,Schontz
PERSON,Martial
PERSON,Blondet
PERSON,Augusta
PERSON,Rosalie
PERSON,Vignon
PERSON,Maxime
PERSON,Serizy
PERSON,Serisy
PERSON,Eugene
PERSON,Eugène
PERSON,Tillet
PERSON,Vernou
PERSON,Marsay
PERSON,Carlos
PERSON,Bixiou
PERSON,Dudley
PERSON,Lucien
PERSON,Nathan
PERSON,Tullia
PERSON,Esther
PERSON,
PERSON,
PERSON,
PERSON,Saint-Ferdinand
PERSON,Saint-Etienne
PERSON,Finot
PERSON,Bruel
PERSON,Cursy
PERSON,Raoul
PERSON,Moina
PERSON,Grandlieu
PERSON,Grandlieu
PERSON,Navarreins
